ID,Itemsets
T1858,"spaghetti,escalope"
T1859,"fresh tuna,pepper,spaghetti,whole wheat rice,cooking oil"
T1860,escalope
T1861,"tomatoes,french fries,body spray,yogurt cake"
T1862,"rice,burger sauce,french fries,frozen smoothie,sandwich,fresh bread"
T1863,"tomatoes,soup,green grapes,whole weat flour"
T1864,"grated cheese,avocado,french fries,green tea"
T1865,"turkey,burgers,spaghetti,french wine,eggs"
T1866,"eggs,mashed potato"
T1867,"burgers,ham,spaghetti,soup,almonds,pancakes,eggs,cake,cereals,chocolate,french fries,low fat yogurt,green tea"
T1868,"frozen vegetables,chicken,pancakes"
T1869,"chocolate,red wine,spaghetti"
T1870,"mineral water,milk"
T1871,fresh tuna
T1872,french fries
T1873,"chocolate,red wine,spaghetti"
T1874,cookies
T1875,"tomatoes,cake"
T1876,"frozen vegetables,tomatoes,mineral water,chicken,green grapes,eggs,chocolate,brownies,fresh bread,white wine"
T1877,"pancakes,eggs"
T1878,"ham,grated cheese,frozen vegetables,mineral water,soup,eggs,cereals,chocolate,french fries"
T1879,"shrimp,babies food"
T1880,"burgers,shrimp,tomatoes,ground beef,tomato sauce,spaghetti,soup,milk,black tea,cereals,green tea"
T1881,"eggs,tea"
T1882,"eggs,low fat yogurt"
T1883,"ham,frozen vegetables,energy bar,whole weat flour,green tea"
T1884,"ground beef,tomato sauce,salmon,chocolate,green tea"
T1885,"frozen vegetables,soda,chocolate"
T1886,"shrimp,frozen vegetables,tomatoes,whole wheat pasta,chocolate,french fries,mushroom cream sauce"
T1887,"mineral water,energy bar,vegetables mix,green grapes"
T1888,"cooking oil,fresh bread"
T1889,"red wine,mineral water,muffins,pancakes,honey,cake,cooking oil,whole weat flour,french fries,frozen smoothie,mushroom cream sauce,hot dogs,sparkling water,green tea"
T1890,"avocado,eggs,chocolate,energy drink"
T1891,"herb & pepper,olive oil,fresh bread"
T1892,"spaghetti,energy bar,pancakes,whole wheat rice,cake,french fries,low fat yogurt"
T1893,"frozen vegetables,spaghetti,mineral water,barbecue sauce,chocolate"
T1894,"chocolate,herb & pepper,shrimp,frozen vegetables,tomatoes,ground beef,spaghetti,mineral water,eggs"
T1895,"whole wheat rice,frozen smoothie,low fat yogurt,green tea"
T1896,"burgers,red wine,mineral water,cake,green tea"
T1897,"red wine,mineral water,soup,eggs,pet food,tomato juice,fresh bread"
T1898,"grated cheese,ground beef,pepper,spaghetti,milk,pancakes"
T1899,"burgers,shrimp,frozen vegetables,tomatoes,light cream,extra dark chocolate"
T1900,french fries
T1901,"whole weat flour,french fries,brownies"
T1902,"cake,mint green tea"
T1903,"spaghetti,mineral water,cake,light cream,cooking oil,eggplant,cottage cheese,pancakes"
T1904,"ground beef,mineral water,milk,oatmeal,chocolate,french fries,escalope,yogurt cake,tomato juice"
T1905,"olive oil,cake,eggplant,french fries,brownies,salt,fresh bread"
T1906,"mineral water,french wine,green tea"
T1907,"mineral water,olive oil,strong cheese,pancakes,clothes accessories,french fries,strawberries"
T1908,"spaghetti,olive oil"
T1909,"grated cheese,ground beef,almonds,salmon,spinach,barbecue sauce,chocolate,frozen smoothie,fresh bread,green tea"
T1910,"tomatoes,pepper,mineral water"
T1911,escalope
T1912,spaghetti
T1913,"mineral water,soup,milk,olive oil,green beans,french fries,green tea"
T1914,"cake,french fries"
T1915,"burgers,whole wheat rice,ham,eggplant"
T1916,"burgers,dessert wine,strong cheese,french fries"
T1917,hot dogs
T1918,avocado
T1919,"grated cheese,red wine,tomato sauce,milk,french wine,whole wheat rice,whole weat flour,french fries"
T1920,"turkey,burgers,frozen vegetables,mineral water,nonfat milk,champagne,strawberries,low fat yogurt"
T1921,chocolate
T1922,"spaghetti,honey,cooking oil,cookies,mashed potato"
T1923,"dessert wine,eggs,french fries"
T1924,"turkey,burgers,french wine,french fries,green tea"
T1925,"mineral water,soup,meatballs,energy bar,cottage cheese,brownies,shampoo"
T1926,"turkey,chocolate,whole wheat rice,oil"
T1927,"ground beef,chocolate,escalope"
T1928,french fries
T1929,"chocolate,milk,olive oil"
T1930,"cereals,chocolate,champagne,green tea"
T1931,strawberries
T1932,"whole wheat pasta,ground beef,mineral water,olive oil,green tea"
T1933,spaghetti
T1934,"milk,eggs"
T1935,"frozen vegetables,spaghetti,mineral water,frozen smoothie,cottage cheese,green tea"
T1936,mineral water
T1937,"soup,cookies,brownies,light mayo"
T1938,"mineral water,chocolate,french wine,champagne"
T1939,chocolate
T1940,"french fries,pancakes,yogurt cake"
T1941,"burgers,fresh tuna,shrimp,spaghetti,chocolate,french wine,chutney,pancakes,eggs,whole wheat rice,cooking oil,french fries,light mayo"
T1942,"oil,frozen smoothie"
T1943,"red wine,mineral water,olive oil"
T1944,"pepper,milk,salmon"
T1945,"grated cheese,cereals"
T1946,"tomatoes,milk,almonds,salmon,pancakes,carrots,salad,fresh bread"
T1947,"grated cheese,herb & pepper,ground beef,soup,almonds,french fries,cookies"
T1948,"shrimp,tomatoes"
T1949,"milk,cake"
T1950,"turkey,spaghetti,milk,energy bar,french wine,eggs,eggplant,french fries,cookies,green tea"
T1951,"turkey,fresh tuna,tomatoes,pancakes"
T1952,whole wheat rice
T1953,"ground beef,tomato sauce,spaghetti,milk,hot dogs,brownies,green tea"
T1954,"salt,fresh bread"
T1955,"milk,green tea"
T1956,"burgers,tomatoes,spaghetti,milk,barbecue sauce,frozen smoothie,green tea"
T1957,"chocolate bread,yogurt cake"
T1958,"whole wheat rice,cake,rice"
T1959,"shrimp,frozen vegetables,mineral water,meatballs,energy bar,french fries,green tea"
T1960,"chicken,muffins,honey,yogurt cake"
T1961,"energy bar,black tea,eggs,chicken,champagne,light mayo"
T1962,"soup,olive oil,light mayo,zucchini,green tea"
T1963,"muffins,gluten free bar"
T1964,"french wine,french fries"
T1965,"protein bar,tomato juice"
T1966,"chocolate,french fries,escalope,shampoo"
T1967,"french fries,energy drink"
T1968,"tomatoes,spaghetti,olive oil,oil"
T1969,"mineral water,meatballs,milk"
T1970,brownies
T1971,"burgers,spaghetti,avocado,green beans"
T1972,"energy bar,eggs"
T1973,"muffins,green grapes,hot dogs"
T1974,"chocolate,almonds,champagne,frozen smoothie"
T1975,"energy bar,brownies"
T1976,"turkey,frozen vegetables,avocado,eggs,whole wheat rice,melons,zucchini"
T1977,protein bar
T1978,"burgers,shrimp,tomatoes,mineral water,soup,pancakes,cooking oil,low fat yogurt"
T1979,"chocolate,spaghetti,mineral water,chicken,tomato juice"
T1980,"milk,escalope,shallot,strawberries"
T1981,"mineral water,milk,oil,chocolate,escalope,hot dogs,yogurt cake"
T1982,"milk,chocolate"
T1983,olive oil
T1984,"mineral water,milk,french wine,eggs,chocolate"
T1985,"mineral water,honey"
T1986,"shrimp,light cream,rice,cooking oil,chicken,extra dark chocolate,french fries"
T1987,"grated cheese,spaghetti,mineral water,eggplant,green tea,energy drink,light mayo"
T1988,energy bar
T1989,"butter,tomato juice,magazines,low fat yogurt"
T1990,"herb & pepper,mineral water,salmon,whole weat flour,light mayo,salt,shampoo,candy bars"
T1991,spaghetti
T1992,"mineral water,milk,eggs,chocolate"
T1993,"turkey,shrimp,frozen vegetables,spaghetti,mineral water,toothpaste"
T1994,"milk,eggs,cake,french fries"
T1995,cookies
T1996,cookies
T1997,"spaghetti,milk,olive oil,low fat yogurt"
T1998,"turkey,burgers,spaghetti,whole wheat rice,light cream,chocolate,light mayo"
T1999,cookies
T2000,"grated cheese,tomato sauce,spaghetti,fromage blanc,body spray"
T2001,"pancakes,energy drink"
T2002,"shrimp,frozen vegetables,frozen smoothie"
T2003,"cider,eggs,whole wheat rice,french fries"
T2004,"mineral water,energy bar,chocolate,body spray,low fat yogurt"
T2005,"mineral water,cake"
T2006,"mineral water,cake"
T2007,tomato juice
T2008,"herb & pepper,shrimp,ground beef,mineral water,eggs,cake,green tea,melons"
T2009,"ham,herb & pepper,ground beef,chocolate,light cream,frozen smoothie,champagne,fresh bread"
T2010,"herb & pepper,spaghetti,mineral water,eggs"
T2011,"tomatoes,mineral water,milk"
T2012,"spaghetti,eggs"
T2013,"red wine,milk,eggs,chocolate bread,salt,white wine"
T2014,"eggs,yogurt cake"
T2015,mint green tea
T2016,cookies
T2017,"grated cheese,eggs,french fries"
T2018,"grated cheese,energy bar,light cream,cooking oil,escalope"
T2019,"frozen vegetables,whole wheat pasta,ground beef,mineral water,milk,chicken,eggs,chocolate,french fries"
T2020,"mineral water,cereals,chocolate,fresh bread"
T2021,"energy bar,fromage blanc"
T2022,"tomatoes,eggs,chicken,chocolate bread,low fat yogurt"
T2023,"tomatoes,ground beef,spaghetti,mineral water,milk"
T2024,"turkey,burgers,ham,tomatoes,milk,eggs,chocolate,french fries,low fat yogurt"
T2025,"burgers,tomatoes,chocolate"
T2026,cottage cheese
T2027,chocolate
T2028,"herb & pepper,ground beef,spaghetti,olive oil"
T2029,"pancakes,salt,tomato juice"
T2030,"oil,cooking oil,chocolate,mushroom cream sauce,brownies"
T2031,"ham,frozen vegetables,tomatoes,spaghetti,chocolate,cake"
T2032,"fromage blanc,eggs,french fries"
T2033,"burgers,grated cheese,cider,salmon,cake"
T2034,"shrimp,soup"
T2035,salmon
T2036,"burgers,eggs,green tea"
T2037,"cake,toothpaste"
T2038,"grated cheese,red wine"
T2039,"whole wheat pasta,spaghetti,mineral water,olive oil"
T2040,"mineral water,milk,olive oil,chicken"
T2041,"fresh tuna,eggs"
T2042,"yams,fromage blanc,salmon,chocolate,frozen smoothie,light mayo"
T2043,yams
T2044,"eggs,cookies"
T2045,"mineral water,meatballs,pancakes"
T2046,mineral water
T2047,"burgers,grated cheese,whole wheat pasta,spaghetti,mineral water,eggs,whole wheat rice,blueberries,cooking oil,whole weat flour,hand protein bar"
T2048,"honey,light cream,oil,chicken,green tea,chocolate,hot dogs"
T2049,"eggs,chocolate"
T2050,chocolate
T2051,"spaghetti,french fries,escalope,green tea"
T2052,"turkey,eggs,fresh bread"
T2053,"turkey,eggs,bug spray,cookies,low fat yogurt"
T2054,"turkey,chocolate,eggs,gums,champagne,green tea"
T2055,"eggs,cake,french fries"
T2056,"burgers,green tea,chocolate"
T2057,"whole wheat rice,chocolate,escalope"
T2058,"butter,cooking oil,chocolate,french fries"
T2059,"tomatoes,milk"
T2060,"mineral water,green tea"
T2061,fromage blanc
T2062,"red wine,ground beef,spaghetti,mineral water,eggs,soda,cooking oil,zucchini"
T2063,"herb & pepper,ground beef,tomato sauce,soup,eggs,escalope"
T2064,"mineral water,whole wheat rice,escalope"
T2065,"red wine,shrimp,spaghetti,mineral water,soup,milk,champagne"
T2066,"rice,frozen smoothie"
T2067,"frozen vegetables,chocolate,whole wheat rice"
T2068,"mineral water,chocolate"
T2069,burgers
T2070,"eggs,french fries,energy drink"
T2071,"almonds,eggs,cookies"
T2072,"eggs,frozen smoothie,cottage cheese,low fat yogurt"
T2073,burgers
T2074,"cake,frozen smoothie"
T2075,"eggs,french fries"
T2076,"grated cheese,herb & pepper,mineral water,flax seed,pancakes,frozen smoothie,sandwich,hot dogs,brownies"
T2077,"spaghetti,butter,eggs,cake,chocolate,french fries"
T2078,"pancakes,french fries"
T2079,"fresh tuna,herb & pepper,shrimp,frozen vegetables,chicken,chocolate,low fat yogurt"
T2080,"french fries,cookies"
T2081,yogurt cake
T2082,grated cheese
T2083,spaghetti
T2084,"pepper,mineral water,chocolate,nonfat milk"
T2085,"frozen vegetables,eggs,chocolate"
T2086,"tomatoes,mineral water,soup,olive oil,bug spray"
T2087,"burgers,red wine,frozen vegetables,chicken,frozen smoothie"
T2088,eggs
T2089,"red wine,ground beef,spaghetti,blueberries"
T2090,"shrimp,frozen vegetables,tomatoes,cake,green tea,pancakes"
T2091,"mineral water,milk,spinach,whole wheat rice,fresh bread"
T2092,"ground beef,spaghetti"
T2093,strawberries
T2094,barbecue sauce
T2095,"burgers,grated cheese,french fries"
T2096,"vegetables mix,nonfat milk,pancakes"
T2097,"burgers,shrimp,spaghetti,milk,french wine,cake,green beans,french fries"
T2098,"cider,eggs"
T2099,"burgers,eggs,french fries"
T2100,"tomato sauce,mineral water"
T2101,"frozen vegetables,spaghetti"
T2102,"turkey,ham,red wine,shrimp,mineral water,chicken,pancakes,cake,white wine"
T2103,"pancakes,cooking oil,chocolate"
T2104,"burgers,spaghetti"
T2105,"shrimp,frozen vegetables,spaghetti,mineral water,milk,strong cheese"
T2106,"tomatoes,ground beef,meatballs,salmon,eggs,champagne,frozen smoothie,low fat yogurt,mint"
T2107,"pepper,milk,light cream,chicken,chocolate,frozen smoothie,mushroom cream sauce"
T2108,"turkey,pancakes,eggs"
T2109,green tea
T2110,escalope
T2111,"turkey,ground beef,pepper,flax seed,bacon,salmon,pet food"
T2112,"mineral water,cider"
T2113,"french fries,tomato juice,fresh bread"
T2114,"herb & pepper,tomato sauce,spaghetti,mineral water,avocado,milk,olive oil,bacon,pancakes,whole wheat rice,whole weat flour,cereals,french fries,frozen smoothie"
T2115,"chocolate,pancakes"
T2116,burgers
T2117,muffins
T2118,"frozen vegetables,cereals,chocolate,french fries,escalope,champagne,tomato juice"
T2119,"mineral water,salmon"
T2120,"milk,cake,cookies,mushroom cream sauce"
T2121,"tomato sauce,champagne,green tea"
T2122,"mineral water,tea,escalope,fresh bread,magazines"
T2123,"ham,soup,honey"
T2124,"turkey,tomatoes,spaghetti,mineral water,chocolate,milk,frozen smoothie,green tea"
T2125,"shrimp,mineral water,milk,hand protein bar,tomato juice"
T2126,"cookies,light mayo"
T2127,"chocolate,french fries,cookies,shallot,low fat yogurt"
T2128,"milk,brownies"
T2129,"herb & pepper,milk,cider,cooking oil,hot dogs"
T2130,"olive oil,light mayo"
T2131,"tomatoes,ground beef,mineral water,olive oil,fromage blanc,honey,light cream,frozen smoothie,fresh bread"
T2132,"turkey,mineral water,eggs,cake,french fries,yogurt cake"
T2133,french fries
T2134,"tomatoes,milk,chocolate,cookies,strawberries,fresh bread"
T2135,"shrimp,frozen vegetables,olive oil,eggs,light mayo,low fat yogurt"
T2136,mineral water
T2137,"burgers,olive oil,honey,extra dark chocolate"
T2138,french fries
T2139,"ground beef,pasta,green tea"
T2140,"spaghetti,chicken,honey,oatmeal,green tea,chocolate,french fries,frozen smoothie,cookies,mushroom cream sauce,magazines"
T2141,"chocolate,oil,magazines"
T2142,"burgers,tomatoes,french wine,eggs,french fries"
T2143,chocolate
T2144,"mineral water,whole wheat rice,pancakes,mayonnaise,low fat yogurt"
T2145,"spaghetti,mineral water,olive oil,strong cheese,honey,cereals,chocolate"
T2146,"mineral water,milk,cake,french fries,champagne,green tea"
T2147,honey
T2148,grated cheese
T2149,"olive oil,almonds,green grapes,tomato juice,fresh bread"
T2150,"milk,nonfat milk,muffins"
T2151,"meatballs,tea,frozen smoothie,escalope,mushroom cream sauce,green tea"
T2152,"milk,olive oil,french wine,ketchup"
T2153,"spaghetti,mineral water,green tea"
T2154,cake
T2155,"milk,eggs,champagne"
T2156,"shrimp,mineral water,chocolate,milk,soda,oatmeal,white wine"
T2157,"flax seed,green tea"
T2158,"ground beef,cake"
T2159,"spaghetti,oil"
T2160,"shrimp,eggs"
T2161,"turkey,candy bars"
T2162,burgers
T2163,spaghetti
T2164,tomato sauce
T2165,"fresh tuna,tomatoes,spaghetti,chicken,cake,escalope"
T2166,"ground beef,milk,energy bar,light cream"
T2167,french fries
T2168,"burgers,herb & pepper,red wine,milk,black tea,chicken,pancakes,eggs,cake,mint green tea"
T2169,"turkey,tomatoes,salmon,frozen smoothie"
T2170,chocolate
T2171,"ham,shrimp,mineral water,cider"
T2172,"chicken,cookies"
T2173,"chocolate,shrimp,frozen vegetables,ground beef,spaghetti,mineral water"
T2174,"butter,pancakes,chicken,frozen smoothie,low fat yogurt"
T2175,"herb & pepper,milk,eggs,cereals,fresh bread,white wine,low fat yogurt"
T2176,"fresh tuna,pancakes,whole wheat rice,chocolate,gluten free bar,melons,fresh bread,low fat yogurt"
T2177,"eggs,soda,gluten free bar,white wine"
T2178,"shrimp,milk,cake,bug spray,cooking oil,cereals,energy drink,salt"
T2179,"shrimp,frozen vegetables,mineral water,milk,eggs,cake,gums,escalope,fresh bread"
T2180,"cereals,green tea"
T2181,"french wine,honey,light mayo"
T2182,"turkey,spaghetti,mineral water,milk,chicken,eggs,cake,green tea"
T2183,escalope
T2184,"milk,cider,eggs,french fries,cookies,green tea"
T2185,"turkey,burgers,chocolate,spaghetti,vegetables mix,bug spray,chicken,chili,green tea,strawberries,babies food,tomato juice,fresh bread"
T2186,"eggs,french fries,low fat yogurt,honey"
T2187,"mineral water,energy bar,chocolate,french fries,body spray,low fat yogurt"
T2188,"ham,herb & pepper,pepper,champagne,white wine"
T2189,"soup,fresh bread"
T2190,"energy bar,honey,cake,low fat yogurt,green tea"
T2191,"turkey,mineral water,butter,french wine,bacon,eggs,whole wheat rice,cooking oil,low fat yogurt"
T2192,"burgers,grated cheese,herb & pepper,ground beef,chocolate,milk,cider,eggs,whole wheat rice,cake,oil,eggplant"
T2193,"burgers,tomatoes,mineral water,eggs,french fries,strawberries,green tea"
T2194,"ham,spaghetti"
T2195,"burgers,frozen vegetables,tomatoes,eggs,cake,cooking oil"
T2196,"mineral water,eggs,cake"
T2197,cookies
T2198,"turkey,shrimp,frozen vegetables,tomatoes,spaghetti,mineral water,soup,milk,olive oil,pancakes,chicken,chocolate,hot dogs,light mayo,tomato juice"
T2199,cottage cheese
T2200,"grated cheese,chocolate,french wine,chicken"
T2201,escalope
T2202,"grated cheese,frozen vegetables,ground beef,pepper,spaghetti,green tea"
T2203,"chocolate,champagne,low fat yogurt"
T2204,"mineral water,pancakes,whole wheat rice,candy bars"
T2205,"soup,avocado,french fries,frozen smoothie,light mayo,tomato juice,green tea"
T2206,"frozen vegetables,tomatoes,butter,eggs,cake,bug spray"
T2207,"tomatoes,spaghetti,mineral water,milk,whole wheat rice,cake"
T2208,"mineral water,low fat yogurt"
T2209,"shrimp,spaghetti,milk,cider,eggs,french fries,pancakes,low fat yogurt"
T2210,cookies
T2211,"tomatoes,ground beef,flax seed,eggs,carrots,green tea,cookies,shallot"
T2212,candy bars
T2213,"ground beef,spaghetti,salmon"
T2214,"turkey,frozen vegetables,ground beef,mineral water,chocolate,soup,milk"
T2215,"milk,champagne,mushroom cream sauce"
T2216,"butter,muffins,pancakes,oil,french fries,magazines"
T2217,"mineral water,olive oil"
T2218,"ham,ground beef,mineral water,low fat yogurt"
T2219,grated cheese
T2220,green tea
T2221,"black tea,french wine,chocolate,french fries,shallot,brownies,pancakes,toothpaste"
T2222,"burgers,spaghetti,milk,bacon,eggs,chocolate,french fries,cookies,green tea"
T2223,"pickles,champagne"
T2224,"mineral water,vegetables mix,eggs,cooking oil"
T2225,"soup,milk"
T2226,"green tea,frozen smoothie"
T2227,"frozen vegetables,tomato sauce,mineral water,milk,olive oil,french fries"
T2228,french fries
T2229,"mineral water,soup,whole wheat rice"
T2230,escalope
T2231,oil
T2232,"red wine,frozen vegetables"
T2233,"milk,eggs,ham,french fries"
T2234,"grated cheese,shrimp"
T2235,"burgers,french fries,shallot,green tea"
T2236,cookies
T2237,"herb & pepper,shrimp,mineral water"
T2238,"milk,butter,eggs,toothpaste"
T2239,cottage cheese
T2240,"spaghetti,chocolate,milk,eggs,cake,cooking oil"
T2241,cake
T2242,"burgers,shrimp,mineral water,milk,energy bar,rice,brownies,yogurt cake"
T2243,"cookies,honey"
T2244,"burgers,shrimp,spaghetti,french wine,chicken,green grapes,green tea,magazines,low fat yogurt"
T2245,cookies
T2246,"pickles,french fries,yogurt cake"
T2247,"spaghetti,mineral water,milk,strong cheese,chocolate,champagne,frozen smoothie"
T2248,"grated cheese,spaghetti,eggs"
T2249,"herb & pepper,ground beef,spaghetti,mineral water,pancakes,tomato juice"
T2250,energy drink
T2251,cookies
T2252,escalope
T2253,"fresh tuna,shrimp,ground beef,olive oil,cookies,fresh bread"
T2254,"frozen vegetables,mineral water"
T2255,"chocolate,chicken,candy bars"
T2256,"grated cheese,red wine,tomatoes,tomato sauce,spaghetti,mineral water,chocolate,almonds,fromage blanc,eggs,cake,blueberries,cooking oil"
T2257,milk
T2258,"burgers,fresh tuna,tomatoes,mineral water,meatballs,milk,french wine,cider,eggs,cake,cooking oil,hot dogs,green tea"
T2259,"french wine,honey,whole wheat rice"
T2260,cottage cheese
T2261,chocolate
T2262,"turkey,herb & pepper,shrimp,mineral water,eggs,gums,green tea,escalope"
T2263,"cake,barbecue sauce,escalope"
T2264,green tea
T2265,"frozen vegetables,eggs,cake"
T2266,"vegetables mix,eggs,escalope"
T2267,mineral water
T2268,"grated cheese,chicken,low fat yogurt"
T2269,"red wine,tomatoes,mineral water,french wine,pancakes"
T2270,"spaghetti,cake,light mayo,fresh bread"
T2271,"pancakes,eggs"
T2272,"red wine,french wine,salmon,french fries"
T2273,"whole wheat pasta,ground beef,mineral water,soup,nonfat milk,pancakes,eggs"
T2274,"cake,french fries"
T2275,"burgers,milk,eggs,french fries"
T2276,salmon
T2277,"avocado,eggs,chicken,chocolate"
T2278,"tomatoes,mineral water,pancakes"
T2279,"dessert wine,herb & pepper,pepper,yogurt cake,fresh bread,green tea"
T2280,"ground beef,mineral water,eggs,yogurt cake"
T2281,"ground beef,milk,cake"
T2282,"spaghetti,eggs,french fries"
T2283,"chocolate,tomatoes,mineral water,cake,green tea"
T2284,eggs
T2285,"meatballs,eggplant"
T2286,"meatballs,black tea,eggs"
T2287,"pepper,spaghetti,strong cheese"
T2288,"fresh tuna,red wine,spaghetti,mineral water,soup,bacon,pancakes,eggs,cooking oil"
T2289,green tea
T2290,"chocolate,spaghetti,mineral water,milk,salmon,green tea,escalope,mushroom cream sauce"
T2291,"mineral water,soup,avocado,green tea"
T2292,"turkey,red wine,frozen vegetables,ground beef,pancakes,pet food,protein bar"
T2293,"shrimp,tomatoes,mineral water,soup,olive oil,chocolate,escalope,yogurt cake,green tea"
T2294,"frozen vegetables,mineral water,cereals,sparkling water,energy drink"
T2295,mineral water
T2296,cookies
T2297,cookies
T2298,"shrimp,eggs,cake,french fries,mint,green tea"
T2299,"chocolate,pepper,spaghetti,mineral water,nonfat milk,whole wheat rice,french fries,champagne"
T2300,cookies
T2301,"chicken,chocolate,champagne"
T2302,"grated cheese,frozen vegetables,mineral water,soup,vegetables mix,pancakes,cooking oil,carrots,french fries,escalope,mint"
T2303,"eggs,french fries,brownies,strawberries"
T2304,"mineral water,salmon,eggs,cake,cauliflower,low fat yogurt"
T2305,"eggs,whole wheat rice,frozen smoothie,low fat yogurt"
T2306,"bacon,eggs"
T2307,eggs
T2308,"grated cheese,salmon,cake,champagne"
T2309,"shrimp,spaghetti,mineral water,light cream"
T2310,energy bar
T2311,fresh bread
T2312,cookies
T2313,"french fries,strawberries,low fat yogurt,candy bars"
T2314,"escalope,shallot,white wine"
T2315,"burgers,grated cheese,herb & pepper,red wine,parmesan cheese,ground beef,spaghetti,avocado,eggs,clothes accessories,fresh bread"
T2316,"burgers,escalope,salt"
T2317,"eggs,cookies"
T2318,"frozen vegetables,parmesan cheese,butter,carrots,oatmeal,green tea,hot dogs"
T2319,"turkey,grated cheese,ground beef,mineral water,milk,nonfat milk,french fries"
T2320,"burgers,shrimp,whole wheat pasta,spaghetti,french wine,eggs,chocolate"
T2321,"mineral water,eggs"
T2322,"ground beef,tomato sauce,mineral water,meatballs,chicken,brownies,fresh bread,low fat yogurt"
T2323,"burgers,eggs"
T2324,"frozen vegetables,light mayo"
T2325,"red wine,frozen smoothie,cookies,champagne"
T2326,"ham,mineral water,milk,french fries,babies food"
T2327,french fries
T2328,"turkey,honey,cooking oil,green tea"
T2329,spaghetti
T2330,"mineral water,frozen smoothie"
T2331,"cake,low fat yogurt"
T2332,"cookies,hot dogs"
T2333,cookies
T2334,"flax seed,green tea,honey"
T2335,"fresh tuna,shrimp,frozen vegetables,mineral water,milk,olive oil,french fries"
T2336,chicken
T2337,"grated cheese,ground beef,pepper,spaghetti,cooking oil,chicken,corn"
T2338,"cake,french fries"
T2339,"ham,pickles,honey,cottage cheese,green tea"
T2340,"french fries,frozen smoothie,energy drink"
T2341,"milk,chicken,eggs,pancakes"
T2342,"olive oil,pancakes,cooking oil"
T2343,"burgers,spaghetti,milk,chocolate,french fries,cookies,green tea"
T2344,cookies
T2345,"ground beef,spaghetti,candy bars"
T2346,"cake,french fries"
T2347,"eggs,green tea,mushroom cream sauce,strawberries"
T2348,eggs
T2349,"turkey,burgers,tomatoes,spaghetti,eggs,whole weat flour,pancakes"
T2350,"burgers,milk,eggs,cake,clothes accessories,french fries"
T2351,pasta
T2352,"milk,eggs"
T2353,"turkey,eggs,whole wheat rice,green tea"
T2354,"fresh tuna,grated cheese,spaghetti,mineral water,salmon,eggs,mashed potato"
T2355,pancakes
T2356,"escalope,low fat yogurt"
T2357,"chocolate,shrimp,frozen vegetables,spaghetti,mineral water,olive oil,eggs,cake,light cream,yogurt cake"
T2358,"strong cheese,tomato juice,low fat yogurt,green tea"
T2359,"turkey,burgers,shrimp,ground beef,spaghetti,mineral water,milk,olive oil,salmon,honey,whole wheat rice,rice,burger sauce,french fries,hot dogs,protein bar"
T2360,"tomatoes,escalope"
T2361,cookies
T2362,"grated cheese,spaghetti,french fries"
T2363,cookies
T2364,"eggs,cake"
T2365,"shampoo,babies food"
T2366,"burgers,turkey,herb & pepper,shrimp,tomato sauce,light cream,cooking oil,pet food,chocolate"
T2367,"eggs,french fries"
T2368,"mineral water,cake,french fries"
T2369,"herb & pepper,frozen vegetables,ground beef,mineral water"
T2370,"fresh tuna,mineral water,pancakes,tea,chocolate,escalope"
T2371,"avocado,energy bar,muffins,french fries"
T2372,"eggs,chocolate,escalope"
T2373,"burgers,dessert wine,champagne,frozen smoothie,cookies,hot dogs,green tea"
T2374,"shrimp,french fries,champagne,cookies,pancakes,yogurt cake,light mayo,green tea"
T2375,"mineral water,salmon"
T2376,"mineral water,soup,cooking oil"
T2377,"burgers,milk,cream"
T2378,"ground beef,mineral water,oil,barbecue sauce,frozen smoothie,brownies,white wine,green tea"
T2379,"burgers,eggs"
T2380,"avocado,milk,eggs,ham,chocolate,french fries,pancakes,green tea"
T2381,cookies
T2382,"shrimp,ground beef,spaghetti,olive oil,fromage blanc,eggs,low fat yogurt"
T2383,"red wine,ground beef,salmon,eggs,whole wheat rice,cooking oil,french fries,frozen smoothie,champagne,cauliflower,low fat yogurt,honey"
T2384,"shrimp,frozen vegetables,tomatoes,parmesan cheese,whole wheat pasta,ground beef,spaghetti,energy bar,pet food,cottage cheese"
T2385,spaghetti
T2386,cookies
T2387,eggs
T2388,"fresh tuna,spaghetti,flax seed,pancakes,hot dogs"
T2389,"energy bar,brownies"
T2390,"mineral water,whole wheat rice,cake"
T2391,cookies
T2392,"turkey,burgers,mineral water,cooking oil,chocolate bread,pancakes"
T2393,"mineral water,green grapes,cooking oil"
T2394,shrimp
T2395,"turkey,grated cheese,tomato sauce,spaghetti,chocolate,eggs"
T2396,"turkey,burgers,spaghetti,mineral water,chocolate,soup,avocado,milk,whole wheat rice,cake,brownies,pancakes,white wine"
T2397,"milk,energy bar,escalope,white wine"
T2398,"olive oil,flax seed,pancakes,light cream,oil,chicken"
T2399,light mayo
T2400,"turkey,eggs"
T2401,"chocolate,herb & pepper,tomatoes,whole wheat pasta,spaghetti,mineral water,olive oil,vegetables mix,pancakes,hot dogs"
T2402,"burgers,eggs"
T2403,whole wheat rice
T2404,"tomatoes,spaghetti,mineral water,olive oil,green tea"
T2405,"chocolate,cottage cheese"
T2406,"chocolate,butter,salmon,muffins,carrots,escalope,low fat yogurt,green tea"
T2407,"burgers,frozen vegetables,spaghetti,chocolate,almonds,pancakes,eggs,whole wheat rice,fresh bread"
