ID,Itemsets
U3784,"Something's Gotta Give,What the #$*! Do We Know!?"
U3785,"Dragonheart,Something's Gotta Give"
U3786,Lilo and Stitch
U3787,Carandiru
U3788,Mostly Martha
U3789,Something's Gotta Give
U3790,Something's Gotta Give
U3791,Lilo and Stitch
U3792,Something's Gotta Give
U3793,Dragonheart
U3794,Something's Gotta Give
U3795,Dragonheart
U3796,Lilo and Stitch
U3797,Lilo and Stitch
U3798,Something's Gotta Give
U3799,Dragonheart
U3800,Lilo and Stitch
U3801,Immortal Beloved
U3802,Dragonheart
U3803,Something's Gotta Give
U3804,Lilo and Stitch
U3805,Something's Gotta Give
U3806,Something's Gotta Give
U3807,Aqua Teen Hunger Force: Vol. 1
U3808,Mostly Martha
U3809,Something's Gotta Give
U3810,"Congo,Justice League,Lilo and Stitch"
U3811,Something's Gotta Give
U3812,Something's Gotta Give
U3813,Lilo and Stitch
U3814,Mostly Martha
U3815,Silkwood
U3816,"Lilo and Stitch,Something's Gotta Give"
U3817,Mostly Martha
U3818,I Love Lucy: Season 2
U3819,Something's Gotta Give
U3820,Something's Gotta Give
U3821,Something's Gotta Give
U3822,Silkwood
U3823,Silkwood
U3824,Jingle All the Way
U3825,The Killing
U3826,Immortal Beloved
U3827,The Weather Underground
U3828,Rudolph the Red-Nosed Reindeer
U3829,Something's Gotta Give
U3830,Dragonheart
U3831,Jade
U3832,I Love Lucy: Season 2
U3833,Something's Gotta Give
U3834,Something's Gotta Give
U3835,Something's Gotta Give
U3836,The Weather Underground
U3837,Spitfire Grill
U3838,Something's Gotta Give
U3839,Lilo and Stitch
U3840,Aqua Teen Hunger Force: Vol. 1
U3841,Something's Gotta Give
U3842,Something's Gotta Give
U3843,Spitfire Grill
U3844,Something's Gotta Give
U3845,Aqua Teen Hunger Force: Vol. 1
U3846,Something's Gotta Give
U3847,Something's Gotta Give
U3848,I Love Lucy: Season 2
U3849,Something's Gotta Give
U3850,Lilo and Stitch
U3851,Something's Gotta Give
U3852,Mostly Martha
U3853,The Killing
U3854,Lilo and Stitch
U3855,Aqua Teen Hunger Force: Vol. 1
U3856,Something's Gotta Give
U3857,Lilo and Stitch
U3858,Immortal Beloved
U3859,Something's Gotta Give
U3860,"Aqua Teen Hunger Force: Vol. 1,Something's Gotta Give"
U3861,Spartan
U3862,"Silkwood,Something's Gotta Give"
U3863,Something's Gotta Give
U3864,Justice League
U3865,Something's Gotta Give
U3866,Something's Gotta Give
U3867,Lilo and Stitch
U3868,Lilo and Stitch
U3869,Aqua Teen Hunger Force: Vol. 1
U3870,Aqua Teen Hunger Force: Vol. 1
U3871,Something's Gotta Give
U3872,The Bad and the Beautiful
U3873,Something's Gotta Give
U3874,What the #$*! Do We Know!?
U3875,Something's Gotta Give
U3876,Something's Gotta Give
U3877,"Lilo and Stitch,Something's Gotta Give"
U3878,Congo
U3879,Something's Gotta Give
U3880,The Killing
U3881,Something's Gotta Give
U3882,Rudolph the Red-Nosed Reindeer
U3883,"I Love Lucy: Season 2,Lilo and Stitch,Something's Gotta Give"
U3884,Rudolph the Red-Nosed Reindeer
U3885,Dragonheart
U3886,Something's Gotta Give
U3887,Something's Gotta Give
U3888,Something's Gotta Give
U3889,Spitfire Grill
U3890,Something's Gotta Give
U3891,Rudolph the Red-Nosed Reindeer
U3892,Something's Gotta Give
U3893,Spitfire Grill
U3894,Something's Gotta Give
U3895,"The Great Race,Something's Gotta Give,What the #$*! Do We Know!?"
U3896,"Silkwood,Spitfire Grill"
U3897,Lilo and Stitch
U3898,Silkwood
U3899,What the #$*! Do We Know!?
U3900,Aqua Teen Hunger Force: Vol. 1
U3901,Something's Gotta Give
U3902,Something's Gotta Give
U3903,What the #$*! Do We Know!?
U3904,Something's Gotta Give
U3905,Something's Gotta Give
U3906,The Weather Underground
U3907,Lilo and Stitch
U3908,Something's Gotta Give
U3909,I Love Lucy: Season 2
U3910,Dragonheart
U3911,Dragonheart
U3912,Dragonheart
U3913,Spitfire Grill
U3914,Something's Gotta Give
U3915,"Richard III,Lilo and Stitch"
U3916,Spitfire Grill
U3917,Aqua Teen Hunger Force: Vol. 1
U3918,"Lilo and Stitch,Something's Gotta Give"
U3919,Richard III
U3920,The Weather Underground
U3921,Mostly Martha
U3922,ABC Primetime: Mel Gibson's The Passion of the Christ
U3923,Something's Gotta Give
U3924,"I Love Lucy: Season 2,Congo,Lilo and Stitch"
U3925,Lilo and Stitch
U3926,Dragonheart
U3927,Something's Gotta Give
U3928,Something's Gotta Give
U3929,Screamers
U3930,Richard III
U3931,Lilo and Stitch
U3932,Dragonheart
U3933,ABC Primetime: Mel Gibson's The Passion of the Christ
U3934,Something's Gotta Give
U3935,Something's Gotta Give
U3936,Lilo and Stitch
U3937,Something's Gotta Give
U3938,Lilo and Stitch
U3939,Rudolph the Red-Nosed Reindeer
U3940,Mostly Martha
U3941,The Bad and the Beautiful
U3942,Something's Gotta Give
U3943,Lilo and Stitch
U3944,The Killing
U3945,Something's Gotta Give
U3946,Congo
U3947,I Love Lucy: Season 2
U3948,I Love Lucy: Season 2
U3949,"Silkwood,Something's Gotta Give"
U3950,Something's Gotta Give
U3951,Lilo and Stitch
U3952,Something's Gotta Give
U3953,Something's Gotta Give
U3954,Lilo and Stitch
U3955,Something's Gotta Give
U3956,Rudolph the Red-Nosed Reindeer
U3957,Jade
U3958,Spitfire Grill
U3959,Aqua Teen Hunger Force: Vol. 1
U3960,"Richard III,Something's Gotta Give"
U3961,The Weather Underground
U3962,Aqua Teen Hunger Force: Vol. 1
U3963,What the #$*! Do We Know!?
U3964,Lilo and Stitch
U3965,Something's Gotta Give
U3966,Lilo and Stitch
U3967,Something's Gotta Give
U3968,Invader Zim
U3969,The Killing
U3970,Something's Gotta Give
U3971,"Silkwood,Dragonheart"
U3972,"Aqua Teen Hunger Force: Vol. 1,Lilo and Stitch"
U3973,Silkwood
U3974,Silkwood
U3975,Something's Gotta Give
U3976,Richard III
U3977,ABC Primetime: Mel Gibson's The Passion of the Christ
U3978,Mostly Martha
U3979,Dragonheart
U3980,"Silkwood,What the #$*! Do We Know!?"
U3981,Something's Gotta Give
U3982,Invader Zim
U3983,What the #$*! Do We Know!?
U3984,Rudolph the Red-Nosed Reindeer
U3985,"Immortal Beloved,Spitfire Grill"
U3986,Invader Zim
U3987,"Screamers,Lilo and Stitch"
U3988,Lilo and Stitch
U3989,Jingle All the Way
U3990,Lilo and Stitch
U3991,Lilo and Stitch
U3992,Something's Gotta Give
U3993,Something's Gotta Give
U3994,Something's Gotta Give
U3995,Something's Gotta Give
U3996,Something's Gotta Give
U3997,"Justice League,Invader Zim"
U3998,Richard III
U3999,Something's Gotta Give
U4000,Rudolph the Red-Nosed Reindeer
U4001,The Love Letter
U4002,"Lilo and Stitch,Something's Gotta Give"
U4003,Lilo and Stitch
U4004,Lilo and Stitch
U4005,"Rudolph the Red-Nosed Reindeer,Silkwood,Lilo and Stitch"
U4006,Immortal Beloved
U4007,"Justice League,Lilo and Stitch"
U4008,The Weather Underground
U4009,"Congo,Lilo and Stitch"
U4010,"Dragonheart,Lilo and Stitch"
U4011,Something's Gotta Give
U4012,Something's Gotta Give
U4013,Something's Gotta Give
U4014,ABC Primetime: Mel Gibson's The Passion of the Christ
U4015,Something's Gotta Give
U4016,Lilo and Stitch
U4017,Silkwood
U4018,Aqua Teen Hunger Force: Vol. 1
U4019,"Dragonheart,The Powerpuff Girls Movie"
U4020,Lilo and Stitch
U4021,Something's Gotta Give
U4022,Aqua Teen Hunger Force: Vol. 1
U4023,Aqua Teen Hunger Force: Vol. 1
U4024,Something's Gotta Give
U4025,Something's Gotta Give
U4026,Lilo and Stitch
U4027,Congo
U4028,Something's Gotta Give
U4029,Something's Gotta Give
U4030,Something's Gotta Give
U4031,Something's Gotta Give
U4032,Aqua Teen Hunger Force: Vol. 1
U4033,Immortal Beloved
U4034,Something's Gotta Give
U4035,"Silkwood,Screamers,Dragonheart,Lilo and Stitch"
U4036,Spitfire Grill
U4037,The Killing
U4038,Something's Gotta Give
U4039,Something's Gotta Give
U4040,Dragonheart
U4041,Dragonheart
U4042,Invader Zim
U4043,7 Seconds
U4044,Invader Zim
U4045,Rudolph the Red-Nosed Reindeer
U4046,"Lilo and Stitch,Something's Gotta Give"
U4047,Dragonheart
U4048,Something's Gotta Give
U4049,Something's Gotta Give
U4050,Invader Zim
U4051,The Bad and the Beautiful
U4052,The Weather Underground
U4053,I Love Lucy: Season 2
U4054,The Weather Underground
U4055,"Silkwood,What the #$*! Do We Know!?"
U4056,Dragonheart
U4057,Something's Gotta Give
U4058,"Dragonheart,Lilo and Stitch"
U4059,Mostly Martha
U4060,Aqua Teen Hunger Force: Vol. 1
U4061,Lilo and Stitch
U4062,Lilo and Stitch
U4063,What the #$*! Do We Know!?
U4064,Lilo and Stitch
U4065,Something's Gotta Give
U4066,The Weather Underground
U4067,Something's Gotta Give
U4068,Dragonheart
U4069,"Rudolph the Red-Nosed Reindeer,Lilo and Stitch"
U4070,Something's Gotta Give
U4071,Silkwood
U4072,Richard III
U4073,Dragonheart
U4074,Aqua Teen Hunger Force: Vol. 1
U4075,Something's Gotta Give
U4076,Immortal Beloved
U4077,Something's Gotta Give
U4078,Something's Gotta Give
U4079,Lilo and Stitch
U4080,"Dragonheart,Something's Gotta Give"
U4081,Lilo and Stitch
U4082,Lilo and Stitch
U4083,Aqua Teen Hunger Force: Vol. 1
U4084,"The Weather Underground,What the #$*! Do We Know!?"
U4085,"The Weather Underground,Mostly Martha,Something's Gotta Give"
U4086,"Immortal Beloved,Something's Gotta Give"
U4087,Lilo and Stitch
U4088,Immortal Beloved
U4089,Immortal Beloved
U4090,What the #$*! Do We Know!?
U4091,Immortal Beloved
U4092,Silkwood
U4093,Lilo and Stitch
U4094,"Justice League,Something's Gotta Give"
U4095,I Love Lucy: Season 2
U4096,"Silkwood,Spitfire Grill"
U4097,Lilo and Stitch
U4098,Something's Gotta Give
U4099,Invader Zim
U4100,Spitfire Grill
U4101,"I Love Lucy: Season 2,Lilo and Stitch"
U4102,Lilo and Stitch
U4103,Immortal Beloved
U4104,"Rudolph the Red-Nosed Reindeer,The Great Race,Silkwood,Dragonheart,Jingle All the Way"
U4105,Mostly Martha
U4106,Something's Gotta Give
U4107,Silkwood
U4108,"Dragonheart,Aqua Teen Hunger Force: Vol. 1"
U4109,Dragonheart
U4110,Something's Gotta Give
U4111,Richard III
U4112,Something's Gotta Give
U4113,Something's Gotta Give
U4114,Congo
U4115,"The Great Race,Aqua Teen Hunger Force: Vol. 1"
U4116,Lilo and Stitch
U4117,Something's Gotta Give
U4118,Something's Gotta Give
U4119,Aqua Teen Hunger Force: Vol. 1
U4120,"Screamers,Dragonheart,Lilo and Stitch"
U4121,Richard III
U4122,Mostly Martha
U4123,Something's Gotta Give
U4124,Justice League
U4125,Something's Gotta Give
U4126,Justice League
U4127,Aqua Teen Hunger Force: Vol. 1
U4128,Lilo and Stitch
U4129,Immortal Beloved
U4130,The Killing
U4131,Something's Gotta Give
U4132,"Lilo and Stitch,Invader Zim"
U4133,Something's Gotta Give
U4134,Lilo and Stitch
U4135,Lilo and Stitch
U4136,Dragonheart
U4137,Mostly Martha
U4138,Aqua Teen Hunger Force: Vol. 1
U4139,Aqua Teen Hunger Force: Vol. 1
U4140,Silkwood
U4141,Lilo and Stitch
U4142,I Love Lucy: Season 2
U4143,"Lilo and Stitch,Something's Gotta Give"
U4144,Something's Gotta Give
U4145,Dragonheart
U4146,Something's Gotta Give
U4147,Silkwood
U4148,Aqua Teen Hunger Force: Vol. 1
U4149,Something's Gotta Give
U4150,Immortal Beloved
U4151,Something's Gotta Give
U4152,Mostly Martha
U4153,Congo
U4154,Something's Gotta Give
U4155,I Love Lucy: Season 2
U4156,I Love Lucy: Season 2
U4157,"Dragonheart,Lilo and Stitch"
U4158,Something's Gotta Give
U4159,"The Great Race,Spitfire Grill"
U4160,Silkwood
U4161,Aqua Teen Hunger Force: Vol. 1
U4162,Spitfire Grill
U4163,Lilo and Stitch
U4164,I Love Lucy: Season 2
U4165,Rudolph the Red-Nosed Reindeer
U4166,Lilo and Stitch
U4167,"Immortal Beloved,What the #$*! Do We Know!?"
U4168,"Justice League,Never Die Alone"
U4169,Something's Gotta Give
U4170,Something's Gotta Give
U4171,Aqua Teen Hunger Force: Vol. 1
U4172,I Love Lucy: Season 2
U4173,Lilo and Stitch
U4174,Mostly Martha
U4175,Something's Gotta Give
U4176,Rudolph the Red-Nosed Reindeer
U4177,"Dragonheart,Justice League"
U4178,"What the #$*! Do We Know!?,Carandiru"
U4179,7 Seconds
U4180,Mostly Martha
U4181,Lilo and Stitch
U4182,Something's Gotta Give
U4183,Lilo and Stitch
U4184,Something's Gotta Give
U4185,"I Love Lucy: Season 2,Lilo and Stitch"
U4186,The Great Race
U4187,Something's Gotta Give
U4188,Silkwood
U4189,Lilo and Stitch
U4190,Something's Gotta Give
U4191,Silkwood
U4192,Lilo and Stitch
U4193,Something's Gotta Give
U4194,Something's Gotta Give
U4195,Richard III
U4196,Silkwood
U4197,Something's Gotta Give
U4198,Aqua Teen Hunger Force: Vol. 1
U4199,Lilo and Stitch
U4200,Immortal Beloved
U4201,"Lilo and Stitch,The Powerpuff Girls Movie"
U4202,"I Love Lucy: Season 2,Lilo and Stitch"
U4203,What the #$*! Do We Know!?
U4204,"The Bad and the Beautiful,Silkwood"
U4205,Something's Gotta Give
U4206,Silkwood
U4207,Something's Gotta Give
U4208,Lilo and Stitch
U4209,Something's Gotta Give
U4210,Spitfire Grill
U4211,Spitfire Grill
U4212,Something's Gotta Give
U4213,Lilo and Stitch
U4214,Something's Gotta Give
U4215,Something's Gotta Give
U4216,Congo
U4217,Something's Gotta Give
U4218,Something's Gotta Give
U4219,"Silkwood,Lilo and Stitch"
U4220,Aqua Teen Hunger Force: Vol. 1
U4221,Mostly Martha
U4222,Mostly Martha
U4223,ABC Primetime: Mel Gibson's The Passion of the Christ
U4224,Silkwood
U4225,What the #$*! Do We Know!?
U4226,Mostly Martha
U4227,Dragonheart
U4228,Lilo and Stitch
U4229,Something's Gotta Give
U4230,Something's Gotta Give
U4231,Something's Gotta Give
U4232,Rudolph the Red-Nosed Reindeer
U4233,"Dragonheart,Aqua Teen Hunger Force: Vol. 1"
U4234,Something's Gotta Give
U4235,I Love Lucy: Season 2
U4236,Something's Gotta Give
U4237,Rudolph the Red-Nosed Reindeer
U4238,Immortal Beloved
U4239,Something's Gotta Give
U4240,Immortal Beloved
U4241,"Silkwood,Something's Gotta Give"
U4242,Silkwood
U4243,Invader Zim
U4244,Immortal Beloved
U4245,Lilo and Stitch
U4246,"Lilo and Stitch,Something's Gotta Give"
U4247,Something's Gotta Give
U4248,Something's Gotta Give
U4249,Something's Gotta Give
U4250,Lilo and Stitch
U4251,Rudolph the Red-Nosed Reindeer
U4252,Aqua Teen Hunger Force: Vol. 1
U4253,Lilo and Stitch
U4254,Something's Gotta Give
U4255,Lilo and Stitch
U4256,Silkwood
U4257,Lilo and Stitch
U4258,Something's Gotta Give
U4259,Something's Gotta Give
U4260,Something's Gotta Give
U4261,Something's Gotta Give
U4262,The Killing
U4263,Something's Gotta Give
U4264,Aqua Teen Hunger Force: Vol. 1
U4265,Something's Gotta Give
U4266,Something's Gotta Give
U4267,I Love Lucy: Season 2
U4268,Congo
U4269,Something's Gotta Give
U4270,The Killing
U4271,Something's Gotta Give
U4272,Immortal Beloved
U4273,"Dragonheart,Something's Gotta Give"
U4274,Something's Gotta Give
U4275,Justice League
U4276,Silkwood
U4277,Something's Gotta Give
U4278,Aqua Teen Hunger Force: Vol. 1
U4279,Something's Gotta Give
U4280,The Weather Underground
U4281,Dragonheart
U4282,Carandiru
U4283,"What the #$*! Do We Know!?,7 Seconds"
U4284,"The Great Race,Lilo and Stitch"
U4285,Something's Gotta Give
U4286,Aqua Teen Hunger Force: Vol. 1
U4287,Richard III
U4288,Something's Gotta Give
U4289,Immortal Beloved
U4290,Invader Zim
U4291,Lilo and Stitch
U4292,Something's Gotta Give
U4293,Something's Gotta Give
U4294,Something's Gotta Give
U4295,"Immortal Beloved,Richard III"
U4296,Something's Gotta Give
U4297,"Rudolph the Red-Nosed Reindeer,Lilo and Stitch"
U4298,Something's Gotta Give
U4299,Mostly Martha
U4300,Dragonheart
U4301,Immortal Beloved
U4302,Something's Gotta Give
U4303,Spitfire Grill
U4304,Silkwood
U4305,Something's Gotta Give
U4306,Something's Gotta Give
U4307,Immortal Beloved
U4308,Immortal Beloved
U4309,The Killing
U4310,Dragonheart
U4311,Something's Gotta Give
U4312,Something's Gotta Give
U4313,The Killing
U4314,Something's Gotta Give
U4315,Something's Gotta Give
U4316,What the #$*! Do We Know!?
U4317,Something's Gotta Give
U4318,I Love Lucy: Season 2
U4319,Silkwood
U4320,Lilo and Stitch
U4321,Something's Gotta Give
U4322,Dragonheart
U4323,"The Bad and the Beautiful,Something's Gotta Give"
U4324,The Killing
U4325,The Weather Underground
U4326,Silkwood
U4327,Something's Gotta Give
U4328,Something's Gotta Give
U4329,"Dragonheart,Something's Gotta Give"
U4330,Lilo and Stitch
U4331,Something's Gotta Give
U4332,Aqua Teen Hunger Force: Vol. 1
U4333,"Immortal Beloved,Lilo and Stitch,Something's Gotta Give"
U4334,Something's Gotta Give
U4335,"Lilo and Stitch,Something's Gotta Give"
U4336,Silkwood
U4337,Something's Gotta Give
U4338,Something's Gotta Give
U4339,What the #$*! Do We Know!?
U4340,Something's Gotta Give
U4341,Something's Gotta Give
U4342,Aqua Teen Hunger Force: Vol. 1
U4343,Congo
U4344,Aqua Teen Hunger Force: Vol. 1
U4345,Lilo and Stitch
U4346,Something's Gotta Give
U4347,Mostly Martha
U4348,Something's Gotta Give
U4349,I Love Lucy: Season 2
U4350,Something's Gotta Give
U4351,Something's Gotta Give
U4352,Silkwood
U4353,"Lilo and Stitch,Something's Gotta Give"
U4354,Mostly Martha
U4355,Something's Gotta Give
U4356,Lilo and Stitch
U4357,Lilo and Stitch
U4358,Dragonheart
U4359,Lilo and Stitch
U4360,Dragonheart
U4361,Lilo and Stitch
U4362,Immortal Beloved
U4363,"Rudolph the Red-Nosed Reindeer,Jade"
U4364,Something's Gotta Give
U4365,Mostly Martha
U4366,Something's Gotta Give
U4367,Lilo and Stitch
U4368,Lilo and Stitch
U4369,Aqua Teen Hunger Force: Vol. 1
U4370,Something's Gotta Give
U4371,Richard III
U4372,Lilo and Stitch
U4373,Immortal Beloved
U4374,Carandiru
U4375,Spitfire Grill
U4376,Something's Gotta Give
U4377,The Weather Underground
U4378,Dragonheart
U4379,"Silkwood,Something's Gotta Give,What the #$*! Do We Know!?"
U4380,Something's Gotta Give
U4381,Mostly Martha
U4382,"Dragonheart,What the #$*! Do We Know!?"
U4383,Something's Gotta Give
U4384,"Lilo and Stitch,Something's Gotta Give"
U4385,Lilo and Stitch
U4386,Richard III
U4387,Aqua Teen Hunger Force: Vol. 1
U4388,Lilo and Stitch
U4389,Lilo and Stitch
U4390,Something's Gotta Give
U4391,Rudolph the Red-Nosed Reindeer
U4392,Something's Gotta Give
U4393,"Lilo and Stitch,Something's Gotta Give"
U4394,Rudolph the Red-Nosed Reindeer
U4395,Aqua Teen Hunger Force: Vol. 1
U4396,Something's Gotta Give
U4397,Something's Gotta Give
U4398,Something's Gotta Give
U4399,Dragonheart
U4400,"Mostly Martha,Something's Gotta Give"
U4401,"Silkwood,Something's Gotta Give"
U4402,Something's Gotta Give
U4403,Something's Gotta Give
U4404,"Dragonheart,Something's Gotta Give"
U4405,Something's Gotta Give
U4406,Something's Gotta Give
U4407,Something's Gotta Give
U4408,What the #$*! Do We Know!?
U4409,"Congo,Lilo and Stitch"
U4410,"Congo,Lilo and Stitch"
U4411,Something's Gotta Give
U4412,Silkwood
U4413,Lilo and Stitch
U4414,Spitfire Grill
U4415,"Jade,Something's Gotta Give"
U4416,Dragonheart
U4417,Aqua Teen Hunger Force: Vol. 1
U4418,Spitfire Grill
U4419,Silkwood
U4420,Spartan
U4421,The Weather Underground
U4422,"Spitfire Grill,Dragonheart,Lilo and Stitch,Something's Gotta Give,What the #$*! Do We Know!?"
U4423,Something's Gotta Give
U4424,Something's Gotta Give
U4425,I Love Lucy: Season 2
U4426,Lilo and Stitch
U4427,Lilo and Stitch
U4428,Something's Gotta Give
U4429,Mostly Martha
U4430,Something's Gotta Give
U4431,Something's Gotta Give
U4432,Something's Gotta Give
U4433,Aqua Teen Hunger Force: Vol. 1
U4434,"Rudolph the Red-Nosed Reindeer,Immortal Beloved"
U4435,"Justice League,Lilo and Stitch"
U4436,Rudolph the Red-Nosed Reindeer
U4437,Aqua Teen Hunger Force: Vol. 1
U4438,Silkwood
U4439,Something's Gotta Give
U4440,Something's Gotta Give
U4441,Lilo and Stitch
U4442,Aqua Teen Hunger Force: Vol. 1
U4443,Something's Gotta Give
U4444,Something's Gotta Give
U4445,Something's Gotta Give
U4446,The Weather Underground
U4447,Something's Gotta Give
U4448,Justice League
U4449,Silkwood
U4450,Lilo and Stitch
U4451,"The Great Race,Mostly Martha"
U4452,What the #$*! Do We Know!?
U4453,Something's Gotta Give
U4454,Something's Gotta Give
U4455,Something's Gotta Give
U4456,Silkwood
U4457,Something's Gotta Give
U4458,Lilo and Stitch
U4459,Immortal Beloved
U4460,Dragonheart
U4461,"Rudolph the Red-Nosed Reindeer,Something's Gotta Give"
U4462,Something's Gotta Give
U4463,Mostly Martha
U4464,Lilo and Stitch
U4465,Dragonheart
U4466,The Weather Underground
U4467,"Immortal Beloved,Lilo and Stitch"
U4468,"Lilo and Stitch,Something's Gotta Give"
U4469,Lilo and Stitch
U4470,Something's Gotta Give
U4471,Lilo and Stitch
U4472,Invader Zim
U4473,Something's Gotta Give
U4474,Dragonheart
U4475,Lilo and Stitch
U4476,Lilo and Stitch
U4477,I Love Lucy: Season 2
U4478,"Dragonheart,Something's Gotta Give"
U4479,The Bad and the Beautiful
U4480,"Dragonheart,Lilo and Stitch"
U4481,Lilo and Stitch
U4482,Character
U4483,Rudolph the Red-Nosed Reindeer
U4484,Immortal Beloved
U4485,"The Weather Underground,Carandiru"
U4486,"Lilo and Stitch,Something's Gotta Give"
U4487,Lilo and Stitch
U4488,"I Love Lucy: Season 2,Lilo and Stitch"
U4489,Lilo and Stitch
U4490,"Screamers,Dragonheart"
U4491,Justice League
U4492,Something's Gotta Give
U4493,Lilo and Stitch
U4494,"Congo,Screamers"
U4495,Something's Gotta Give
U4496,Something's Gotta Give
U4497,"Aqua Teen Hunger Force: Vol. 1,The Powerpuff Girls Movie"
U4498,Aqua Teen Hunger Force: Vol. 1
U4499,Silkwood
U4500,Aqua Teen Hunger Force: Vol. 1
U4501,Immortal Beloved
U4502,The Love Letter
U4503,Lilo and Stitch
U4504,Silkwood
U4505,What the #$*! Do We Know!?
U4506,The Weather Underground
U4507,Lilo and Stitch
U4508,Something's Gotta Give
U4509,Something's Gotta Give
U4510,"Lilo and Stitch,Something's Gotta Give"
U4511,Silkwood
U4512,Invader Zim
U4513,The Killing
U4514,Lilo and Stitch
U4515,Congo
U4516,Aqua Teen Hunger Force: Vol. 1
U4517,"Silkwood,Something's Gotta Give"
U4518,What the #$*! Do We Know!?
U4519,"Screamers,Dragonheart,Lilo and Stitch"
U4520,Something's Gotta Give
U4521,I Love Lucy: Season 2
U4522,Aqua Teen Hunger Force: Vol. 1
U4523,Dragonheart
U4524,Lilo and Stitch
U4525,Justice League
U4526,Lilo and Stitch
U4527,Aqua Teen Hunger Force: Vol. 1
U4528,Immortal Beloved
U4529,Never Die Alone
U4530,Lilo and Stitch
U4531,The Weather Underground
U4532,Something's Gotta Give
U4533,"Rudolph the Red-Nosed Reindeer,Lilo and Stitch"
U4534,Invader Zim
U4535,Something's Gotta Give
U4536,ABC Primetime: Mel Gibson's The Passion of the Christ
U4537,Lilo and Stitch
U4538,Rudolph the Red-Nosed Reindeer
U4539,I Love Lucy: Season 2
U4540,Dragonheart
U4541,Something's Gotta Give
U4542,Something's Gotta Give
U4543,Justice League
U4544,The Killing
U4545,What the #$*! Do We Know!?
U4546,"Dragonheart,Aqua Teen Hunger Force: Vol. 1,Invader Zim"
U4547,I Love Lucy: Season 2
U4548,Rudolph the Red-Nosed Reindeer
U4549,What the #$*! Do We Know!?
U4550,Lilo and Stitch
U4551,Aqua Teen Hunger Force: Vol. 1
U4552,Lilo and Stitch
U4553,Something's Gotta Give
U4554,Something's Gotta Give
U4555,"Lilo and Stitch,Something's Gotta Give"
U4556,Immortal Beloved
U4557,Something's Gotta Give
U4558,Something's Gotta Give
U4559,Something's Gotta Give
U4560,"Lilo and Stitch,Something's Gotta Give"
U4561,Something's Gotta Give
U4562,ABC Primetime: Mel Gibson's The Passion of the Christ
U4563,Silkwood
U4564,"Dragonheart,Something's Gotta Give"
U4565,Lilo and Stitch
U4566,Jingle All the Way
U4567,Lilo and Stitch
U4568,Aqua Teen Hunger Force: Vol. 1
U4569,Something's Gotta Give
U4570,The Weather Underground
U4571,Justice League
U4572,Something's Gotta Give
U4573,Something's Gotta Give
U4574,Lilo and Stitch
U4575,Something's Gotta Give
U4576,Something's Gotta Give
U4577,"Silkwood,Something's Gotta Give"
U4578,Something's Gotta Give
U4579,Something's Gotta Give
U4580,Something's Gotta Give
U4581,Aqua Teen Hunger Force: Vol. 1
U4582,Something's Gotta Give
U4583,Lilo and Stitch
U4584,Immortal Beloved
U4585,Something's Gotta Give
U4586,"Congo,7 Seconds"
U4587,"Rudolph the Red-Nosed Reindeer,Invader Zim"
U4588,Something's Gotta Give
U4589,"Dragonheart,Lilo and Stitch"
U4590,Jingle All the Way
U4591,Lilo and Stitch
U4592,Something's Gotta Give
U4593,The Killing
U4594,The Great Race
U4595,"Immortal Beloved,Lilo and Stitch"
U4596,Dragonheart
U4597,Something's Gotta Give
U4598,Aqua Teen Hunger Force: Vol. 1
U4599,Lilo and Stitch
U4600,"Lilo and Stitch,Invader Zim"
U4601,ABC Primetime: Mel Gibson's The Passion of the Christ
U4602,Something's Gotta Give
U4603,"Something's Gotta Give,Never Die Alone"
U4604,"Spitfire Grill,Dragonheart,Jingle All the Way,Lilo and Stitch"
U4605,Lilo and Stitch
U4606,Something's Gotta Give
U4607,I Love Lucy: Season 2
U4608,Congo
U4609,Lilo and Stitch
U4610,Rudolph the Red-Nosed Reindeer
U4611,Dragonheart
U4612,"Spitfire Grill,The Love Letter,Something's Gotta Give"
U4613,"Spitfire Grill,Lilo and Stitch"
U4614,Congo
U4615,Something's Gotta Give
U4616,Something's Gotta Give
U4617,Justice League
U4618,Mostly Martha
U4619,Something's Gotta Give
U4620,Immortal Beloved
U4621,Something's Gotta Give
U4622,Lilo and Stitch
U4623,Aqua Teen Hunger Force: Vol. 1
U4624,Silkwood
U4625,Justice League
U4626,Something's Gotta Give
U4627,What the #$*! Do We Know!?
U4628,Mostly Martha
U4629,Rudolph the Red-Nosed Reindeer
U4630,Something's Gotta Give
U4631,Mostly Martha
U4632,Silkwood
U4633,Aqua Teen Hunger Force: Vol. 1
U4634,Something's Gotta Give
U4635,"Immortal Beloved,Dragonheart"
U4636,"Something's Gotta Give,Invader Zim"
U4637,Something's Gotta Give
U4638,Aqua Teen Hunger Force: Vol. 1
U4639,Something's Gotta Give
U4640,Something's Gotta Give
U4641,Something's Gotta Give
U4642,Something's Gotta Give
U4643,Something's Gotta Give
U4644,Immortal Beloved
U4645,Something's Gotta Give
U4646,"The Killing,Justice League"
U4647,Immortal Beloved
U4648,Jade
U4649,Something's Gotta Give
U4650,What the #$*! Do We Know!?
U4651,Lilo and Stitch
U4652,"Dragonheart,Lilo and Stitch,Something's Gotta Give"
U4653,Lilo and Stitch
U4654,Lilo and Stitch
U4655,Lilo and Stitch
U4656,Lilo and Stitch
